is_relevant,news
TRUE,"Eight persons were killed and seven others, including a woman and two children sustained injuries, in a roadside bomb explosion in Khumasa area in Kurram Agency of Federally Administered Tribal Areas (FATA) on June 3, reports The News. Assistant Political Agent Maqsoodul Hassan said that a van carrying passengers was heading to Parachinar from central parts of Kurram Agency when it hit an improvised explosive device (IED) in Khumasa area. The dead included Janan, Taj Muhammad, Sanaullah, Said Imran, Abid Rehman, Abdul Qayyum, Said Anwar and Ibrahim."
TRUE,"Four persons were killed when unidentified militants blew up at least 15 tankers carrying fuel for NATO troops in neighbouring Afghanistan at Ring Road of Peshawar, the provincial capital of Khyber Pakhtunkhwa on February 25 (today), reports Dawn. Senior Police Official Imtiaz Shah said that the militants had planted timed explosive devices on the fuel tankers. Police officer Liaquat Ali Khan says the dead were either drivers or their assistants."
TRUE,"One person was killed and at least 13 people were injured in a bomb explosion at the Sharah e Iqbal (Kandahari Bazaar) locality of Quetta on July 27, reports Daily Times. Police said It was an Improvised Explosive Device (IED) and planted near an open sewage line passing in front of a shoe shop. "
TRUE,"Militants lobbed a grenade at the Police post guarding the minority Pandits in Kralgund area of Kupwara District on October 27,reports Daily Excelsior. The grenade did not explode and Security Forces (SFs) launched man hunt for the militants who lobbed the grenade."
TRUE,"In the Ayub Goth area, two cars and four motorcycles were burnt in an attack on a Police check post. Following the incident, an exchange of fire took place and the attackers fled. According to Police, over a dozen people were arrested in connection with the attack on the check post."
TRUE,A group of suspected National Socialist Council of Nagaland Isak Muivah NSCN IM militants attacked a post of Indian Reserve Battalion IRB at Noney District and decamped with large number of weapons reports Times of India At least 20 weapons have been reportedly snatched from the IRB men NSCN IM spokesman V Horam denied the involvement of the outfit as suspected He said This is a political conspiracy in Manipur aimed at coming assembly elections
TRUE,"The Shalkot Deputy Superintendent of Police (DSP), Sikandar Tarin, escaped a remote controlled blast on Mastung Road in new Saryab area, on outskirt of Quetta. Unidentified militants had planted an explosive device on the Mastung Road and detonated it with remote control when official vehicle of the DSP was passing by injuring two personnel accompanying him."
TRUE,"Militants opened fire and critically injured a woman Panch (member of Village Panchayat, village level local self Government institution) and a Congress worker, 45 year old Zooni, by firing at her outside her house in Dar Mohalla at village Shiva in Sopore area of Baramulla District in the evening of January 12. As reported earlier, militants had shot dead Sarpanch (head of village Panchayat) Habibullah Mir in Sopore on January 11. Police said that in both the attacks the gunmen used pistols and carried out attacks at point blank range."
TRUE,"One security official was killed while 12 others were injured on February 5 when militants ambushed Security Forces (SFs) in the Shahedano Dhand area of Kurram Agency in Federally Administered Tribal Areas (FATA), reported Express Tribune. The militants detonated a bomb near a military vehicle and then opened fire at the convoy. The Tehreek e Taliban Pakistan (TTP) claimed responsibility for the attack."
TRUE,The Communist Party of IndiaMaoist CPIMaoist cadres set ablaze eight pieces of machinery used in road construction work at Sirigidi in Nuapada District on January 2 reports The Times of India The contracting company that has undertaken the project had parked the machinery at the construction site Around 15 armed cadres came to the site and asked the labourers to leave the camp They also snatched their mobile phones The Maoists were opposing construction of a road under the Pradhan Mantri Gram Sadak Yojana PMGSY A tender had been floated for construction of a 7km stretch of road that touches the Chhattisgarh border The rebels never wanted the road to be finished fearing it would be used for movement of security forces said Nuapada Superintendent of Police SP Pinak Mishra The Maoists torched two concrete mixture machines one roller two tankers and two trolleys added the SP
TRUE,14 people were killed and at least 60 others wounded in an explosion outside the gate of the Hamid Karzai International Airport in Kabul city shortly after First Vice President General Abdul Rashid Dostums convoy left the area on July 22 reports Tolo News The Ministry of Interior has confirmed that report
TRUE,Meanwhile militants blew up a government primary school for boys in Safi tehsil revenue unit of Mohmand Agency in the intervening night of November 24 25 The school was reconstructed in 2012 13 after it was destroyed in 2009 10 by miscreants  assistant agency education officer Abdul Sattar Khan said adding a total of 75 children were enrolled in it Jama at ul Ahrar JuA Group of the Free a breakaway faction of the Tehreek e Taliban Pakistan TTP claimed responsibility for the blast In a statement issued to media outlets its spokesman Ehsanullah Ehsan said Our mujahideen razed a government school in Koz Chamarkand and also separately injured a levies man in a mine blast in Pandyali tehsil  He said such attacks would continue in future too till enforcement of Islamic system in Pakistan Daily Times adds that that a total of 127 schools have been destroyed in Mohmand Agency out of which some 64 were located in tehsil Safi
